id,CordX,CordY,WaterBody,Town,County,Owner,Manager,BoatingAccess,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure1,Exposure2,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,LakeArea,MaximumDepth
80,-72.0201,44.7563,Long Pond,Westmore,Orleans,F&W,F&W,Yes,Small,Gravel,No,Yes,South,N/A,Small,All Year,Light,No,No,Yes,No,No,Long Pond (Westmore),No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"From Interstate 91 take Exit 23 for Lyndon.  Off the Exit follow US Route 5 North for 9.5 miles to West Burke, then turn RIGHT onto VT Route 5A North.  Continue North for 3.5 miles, then turn RIGHT onto Newark Pond Rd.  Travel North on Newark Pond Rd for 1.5 miles.  At the for veer LEFT onto Long Pond Rd.  Follow Long Pond Rd North for  3.5 miles, and the Access Area will be on the LEFT.",103,74
81,-72.0999,44.2398,Lower Symes Pond,Ryegate,Caledonia,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,Small,Spring-Fall,N/A,No,No,No,No,No,Lower Symes Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,"Take Interstate 91 to Exit 18 in Barnet.  Off the Exit head East on Bimson Dr for 0.25 miles to the intersection with US Route 5.  Turn RIGHT onto US Route 5 South and travel for 1.7 miles to Garland Hill Rd. Travel under the Interstate to where the road forks and veer LEFT onto Symes Pond Rd and travel West for 2 miles to Hunt Mill Rd.  Turn RIGHT onto Hunt Mill Rd, and the Access Area will be on the RIGHT.",57,N/A
82,-72.2469,44.4468,Lyford Pond,Walden,Caledonia,F&W,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Lyford Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,"From Interstate 89 take Exit 21 and follow US Route 2 West to West Danville.  In West Danville turn RIGHT onto VT Route 15 West.  Travel West for 4.5 miles, then turn LEFT onto North Pond Rd.  The Access Area will be on the LEFT.",33,22
83,-71.649,44.6646,Maidstone Lake,Maidstone,Essex,Lease,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Medium,Spring,Heavy,Yes,Yes,Yes,No,No,Maidstone Lake,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,"From Interstate 89 take Exit 21 onto US Route 2 East and travel 28.5 miles, going through Lunenburg, until the intersection with VT Route 102.  Turn LEFT onto VT Route 102 North and continue for 16 miles, then turn LEFT onto Maidstone Lake Rd.  Travel West on Maidstone Lake Rd for 4 miles to reach the Access Area.",796,121
84,-73.2316,44.5528,Lake Champlain,Colchester,Chittenden,F&W,F&W,Yes,Large,Concrete,No,Yes,Protected,Protected,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Malletts Bay,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 16 in Colchester.  Off the Exit take US Route 7/US Route 2 North to Blakely Rd. Turn LEFT onto Blakely Rd and follow to the intersection with VT Route 127/Burlington Beltline.  The Access Area will be on the RIGHT, just after the RIGHT turn for VT Route 127, and across from the Malletts Bay campground.",172800,400
85,-72.3032,44.3631,Mollys Falls Reservoir,Cabot,Washington,Lease,F&W,Yes,Medium,Concrete Plank,Yes,Yes,Protected,Protected,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Marshfield Dam,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier.  Off the Exit take US Route 2 East for 19 miles and the Access Area will be on the RIGHT, just after the Dam.",65,18
86,-73.3104,44.5996,Lake Champlain,South Hero,Grand Isle,F&W,F&W,No,N/A,None,Yes,Yes,Moderate,N/A,Small,Spring-Fall,Moderate,No,No,Yes,No,No,Allen Point,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,From Interstate 89 Take Exit 1,172800,400
88,-73.2404,44.6259,Lake Champlain,Milton,Chittenden,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Large,All Year,Heavy,No,Yes,Yes,No,No,Sand Bar WMA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the exit take US Route 2 West towards the Lake Champlain Islands.  Travel West for 5 miles to Sandbar State Park.  The Access Area will be on the LEFT before the bridge to South Hero.,172800,400
89,-72.3736,44.5358,Hardwick Lake,Hardwick,Caledonia,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Hardwick Lake,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,N/A,145,N/A
90,-72.07,44.1514,Wells River,Newbury,Orange,F&W,F&W,No,N/A,None,No,Yes,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,Wells River,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take,0,0
91,-72.2002,44.8716,Barton River,Coventry,Orleans,F&W,F&W,Yes,Carry-on,None,No,Yes,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,Coventry Station,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,N/A,0,0
93,-73.3153,43.7908,East Creek,Orwell,Addison,F&W,F&W,No,Carry-on,None,No,Yes,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,East Creek 2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,31,N/A
94,-73.3181,43.8015,East Creek,Orwell,Addison,F&W,F&W,No,N/A,None,No,Yes,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,East Creek 1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N/A,31,N/A
96,-72.2056,44.3042,Martins Pond,Peacham,Caledonia,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,Spring,Light,No,No,No,No,No,Martins Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Take US Route 2 to Danville, then turn South onto Peacham Rd.  Travel South on Peacham Rd, which becomes Old County Road, for 5 miles, then turn RIGHT onto Old Cemetery Road.  Travel West on Old Cemetery Road, which becomes Church St, and then becomes Green Bay Loop, for 3.5 miles, and the Access Area will be on the RIGHT.",77,17
97,-73.1407,43.2931,Mettawee River,Rupert,Bennington,F&W,F&W,No,N/A,None,No,Yes,Protected,Protected,Medium,Spring-Fall,Light,No,No,No,No,No,Mettawee River,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Manchester, then turn North onto VT Route 30.  Travel North on VT Route 30 for 11 miles and the Access Area will be on the LEFT.",0,0
98,-72.1232,44.742,May Pond,Barton,Orleans,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Large,Spring-Summer,Light,No,No,No,No,No,May Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Take VT Route 16 North through the town center, where it will become Willoughby Lake Rd, for 2.5 miles, then turn RIGHT onto May Pond Rd.  Travel East on May Pond Rd for  2 miles to the Access Area on the LEFT.",116,31
99,-73.398,44.0245,Lake Champlain,Addison,Addison,F&W,F&W,Yes,Medium,Gravel,No,Yes,West,N/A,Medium,Spring,Light,No,No,No,No,Yes,McCuen Slang,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Take US Route 7 into Middlebury, the turn West onto VT Route 125.  Travel West on VT Route 125 for  14.6 miles and the Access Area will be on the Left.",172800,400
100,-72.4833,43.8274,McIntosh Pond,Royalton,Windsor,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Medium,Spring-Summer,Light,No,No,Yes,No,No,McIntosh Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Take Interstate 89 to Exit 2 in Sharon.  Take VT Route 14 North for 4 miles, then turn RIGHT onto Dairy Hill.  Travel North on Dairy Hill for 1.5 miles then turn LEFT onto McIntosh Pond Rd, across from the Joseph Smith Memorial, and the Access Area will be on the LEFT.",N/A,N/A
101,-71.7978,44.4461,Miles Pond,Concord,Essex,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Small,Spring,Light,No,No,No,No,No,Miles Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 21 in St. Johnsbury.  Take US Route 2 East for 17 miles, then turn RIGHT onto Beach Dr, followed by a RIGHT onto Campers Ln, and the Access Area will be on the RIGHT.",206,55
102,-72.3099,43.8897,Miller Pond,Strafford,Orange,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Miller Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,"Take Interstate 91 to Exit 14 in Thetford.  Take VT Route 113 West for  2.5 miles, then turn LEFT onto Sawnee Bean Rd.  Travel North on Sawnee Bean Rd for 4 miles, then turn LEFT onto Miller Pond Rd.  Travel West on Miller Pond Rd for 0.5 miles, and the Access Area will be on the RIGHT.",63,32
103,-72.4475,44.3913,Mirror Lake,Calais,Washington,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,Spring,Moderate,No,No,Yes,No,No,Mirror Lake,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take US Route 2 to Plainfield, then turn North onto VT Route 214.  Travel North on VT Route 214 for 2 miles, then turn RIGHT onto VT Route 14.  Travel North on VT Route 14 for  5 miles, then turn LEFT onto Moscow Woods Rd.  Travel North on Moscow Woods Rd for 2 miles, then turn RIGHT onto North Calais Rd.  Travel North on North Calais Rd for 0.5 miles, then turn LEFT onto #10 Pond Rd.  Travel North on #10 Pond Rd for  1/4 mile, and the Access Area will be on the RIGHT.",86,106
104,-73.1062,44.9103,Missisquoi River,Swanton,Franklin,F&W,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Medium,Spring-Summer,Light,No,No,No,No,No,Babbie Access,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 21 in Swanton.  Take VT Route 78 West, which turns into 1st St, through the village, and then turn LEFT onto Grand Avenue/Route 7 South.  The Access Area is on the LEFT immediately after the bridge crossing the Missisquoi River.",0,N/A
105,-73.1384,44.2498,Monkton Pond,Monkton,Addison,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,All Year,Light,No,Yes,No,No,No,Monkton Pond,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Ferrisburgh, then turn East onto Old Hollow Rd. Travel East on Old Hollow Rd, which becomes North Hollow Rd, for 5 miles, then turn LEFT onto Monkton Rd.  Follow Monkton Rd North, through Monkton Boro, for 1/4 mile, and at the fork veer left onto South Pond Rd.  Follow South Pond Rd for 1/2 mile and turn RIGHT on the Access Rd to reach the Access Area.",114,13
106,-71.8685,44.4559,Moose River,Concord,Essex,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Moose River,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to exit 21 in St. Johnsbury.  Take US Route 2 East for 12 miles and the Access Area will be on the LEFT.,0,0
107,-73.2691,44.9677,Mud Creek Pond,Alburg,Grand Isle,F&W,F&W,No,N/A,None,Yes,Yes,Protected,Protected,Small,Spring-Summer,Moderate,No,No,No,No,No,Mud Creek Pond,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17, then head West on US Route 2 towards the Lake Champlain Islands.  Continue on US Route 2 for 32.5 miles to Alburg Center and the intersection with VT Route 78. Turn RIGHT onto VT Route 78 East.  Travel East for 1/2 mile and the Access Area will be on the RIGHT, just before the bridge crossing Mud Creek.",318,0
108,-71.6912,44.4826,Neal Pond,Lunenburg,Essex,F&W,F&W,Yes,Small,Gravel,No,Yes,North,N/A,Small,All Year,Light,No,Yes,No,No,No,Neal Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,"Take US Route 2 to Lunenburg, then turn North onto Town Highway 34.  Travel North on Town Highway 34 for 1/2 mile, then turn LEFT onto Town Highway 15.  Travel West on Town Highway 15 for 1 mile, then turn RIGHT onto Town Highway 48 and continue to the Access Area.",182,35
109,-72.4468,44.4098,Nelson Pond,Woodbury,Washington,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Medium,All Year,Light,No,Yes,Yes,No,No,Nelson Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take US Route 2 to Plainfield, then turn North onto VT Route 214.  Travel North on VT Route 214 for  2 miles, then turn RIGHT onto VT Route 14.  Travel North on VT Route 14 for 5 miles, then turn LEFT onto Moscow Woods Rd.  Travel North on Moscow Woods Rd for  2 miles, then turn RIGHT onto North Calais Rd.  Travel North on North Calais Rd for 1/2 mile, then turn LEFT onto #10 Pond Rd.  Travel North on #10 Pond Rd, which becomes Nelson Pond Rd, for 1.5 miles, and the Access Area will be on the RIGHT.",125,97
110,-71.981,44.7231,Newark Pond,Newark,Caledonia,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Newark Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 23 for Lyndonville and follow US Route 5 North for  9.5 miles to the town of West Burke.  In West Burke turn RIGHT onto VT Route 5A North and travel for  3.5 miles to Long Pond Rd.  Turn RIGHT onto Long Pond Rd and travel North for 1.5 miles, then turn RIGHT onto Newark Pond Rd.  Travel North on Newark Pond Rd for 1 mile and the Access Area will be on the RIGHT.",163,31
111,-73.2717,44.8853,Lake Champlain,North Hero,Grand Isle,F&W,F&W,No,N/A,None,Yes,Yes,North,N/A,Small,Spring-Fall,Light,No,No,No,No,Yes,North Hero Causeway,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands for 21.3 miles to the town of North Hero.  From North Hero continue heading West for 5 miles to the Alburg/North Hero Bridge.  Just before the bridge veer RIGHT onto Bridge R.  Access is on the North, just off Bridge Rd.",172800,400
112,-72.4464,44.3061,North Montpelier Pond,E. Montpelier,Washington,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,North Montpelier Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier.  Off of the Exit, follow US Route 2 East for 7.8 miles to East Montpelier, then turn LEFT onto VT Route 14 North.  Travel North on VT Route 14 for 3 miles to the Access Area on the RIGHT.",72,12
113,-72.1835,43.8413,Connecticut River,Thetford,Orange,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Medium,"Summer, Fall",Light,No,No,No,No,No,North Thetford,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 14 in Thetford.  Take VT Route 113 East for 1.5 miles, then turn LEFT onto US Route 5.  Travel North on US Route 5 for 2 miles to Bridge Rd.  Turn RIGHT on Bridge Rd and follow to the Access Area.",0,0
114,-71.8714,44.924,Norton Pond,Warrens Gore,Essex,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Medium,All Year,Light,No,Yes,Yes,No,No,Norton Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit follow US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105 East.  Travel East for 1/2 miles, then turn LEFT onto VT Route 111 East.  Travel East for 15 miles, then turn LEFT onto VT Route 114 North.  Travel North for  6 miles and the Access Area will be on the LEFT.",583,30
115,-72.5361,42.8932,Connecticut River,Brattleboro,Windham,F&W,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Large,Spring-Fall,Heavy,No,No,No,No,No,Old Ferry Road,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 91 to Exit 3 in Brattleboro.  Take US Route 5 North for 1/2 mile, then turn RIGHT onto Old Ferry Rd.  Take Old Ferry Rd for 1 mile to the Access Area.",0,0
116,-72.2309,43.7554,Ompompanoosuc River,Norwich,Windsor,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Ompompanoosuc River,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 13 in Norwich.  Take US Route 5 North for  6 miles.  After crossing a bridge over the river, turn LEFT onto Old Bridge Rd and the Access Area will be on the LEFT.",0,0
117,-73.1552,43.8099,Otter Creek,Sudbury,Rutland,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,Medium,Spring-Fall,Light,No,No,No,No,No,Otter Creek (Sudbury),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Brandon, then turn onto VT Route 73 West.  Travel West on VT Route 73 for 3.5 miles and the Access Area will be on the LEFT.",0,0
118,-73.247,44.0861,Otter Creek,Pittsford,Rutland,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Kingsley Access,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,0,0
119,-72.2654,44.3336,Peacham Pond,Peacham,Caledonia,F&W,F&W,Yes,Medium,Gravel,No,Yes,Protected,Protected,Small,All Year,Light,No,Yes,Yes,No,No,Peacham Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 for Montpelier.  Off the Exit follow US Route 2 East for 19 miles, just past Marshfield to VT Route 232.  Turn RIGHT onto VT Route 232 South and continue for 3 miles to Peacham Pond Rd.  Turn LEFT onto Peacham Pond Rd and travel East for 1 mile to the Access Area on the RIGHT.",331,61
121,-72.0524,44.8774,Pensioner Pond,Charleston,Orleans,F&W,F&W,Yes,Small,Gravel,No,Yes,South,N/A,Small,All Year,Light,No,No,No,No,No,Pensioner Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 28 in Derby.  Take US Route 5 North for 1 mile, then turn RIGHT onto VT Route 105 East.  Trave East for  7 miles, and the Access Area will be on the RIGHT.",170,39
122,-73.2816,43.7489,Perch Pond,Benson,Rutland,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Perch Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,"Take US Route 7 to Brandon, then turn onto VT Route 73 West.  Travel West for 12 miles, then turn LEFT onto VT Route 22A South.  Travel South for 4.5 miles, then turn LEFT onto Perch Pond Rd.  Travel East on Perch Pond Rd for 1.5 miles.",24,N/A
123,-72.5209,42.9617,Connecticut River,Putney,Windham,F&W,F&W,Yes,Small,Concrete,No,Yes,North, South,Small,Spring-Fall,Light,No,No,No,No,No,Putney Landing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 4 in Putney.  If travelling North on Interstate 91, turn RIGHT at the end of the Exit ramp and take Putney Landing Rd to the Access Area.  If travelling South on Interstate 91, merge onto US Route 5 heading North at the end of the Exit ramp.  Travel North for 1/4 mile and turn RIGHT onto the Putney State Highway, following signs for 91 North.  Drive straight, passing the Interstate Access ramps and onto Putney Landing Rd which leads to the Access Area.",0,0
124,-73.0281,42.8906,Red Mill Pond,Woodford,Bennington,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Red Mill Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 2 in Brattleboro.  Off the Exit follow VT Route 9 West for 34 miles. Turn LEFT at the sign for Woodford State Park and follow to the Access Area.,20,N/A
125,-73.2352,42.932,Lake Paran,N. Bennington,Bennington,AOT,F&W,Yes,Small,Concrete,Yes,Yes,West,N/A,Medium,All Year,Light,No,Yes,No,No,No,Lake Paran,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,"Take US Route 7 towards Bennington and take Exit 2 for VT Route 7A.  Travel North on 7A for 1/4 mile, then turn LEFT onto Overlea Rd. Continue on Overlea Rd, which becomes Mechanic St, for 1 mile, then turn RIGHT onto North St, followed by a quick RIGHT onto the Fishing Access Rd.  Continue on the Fishing Access Rd to the Access Area at the end.",40,23
126,-72.617,43.8369,Ansel Pond,Bethel,Windsor,F&W,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Ansel Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"From Interstate 89 take Exit 3 and head West on VT Route 107 for 2 miles.  Turn RIGHT on Christian Hill Rd (TH #85) just after crossing the Bethel Town Line.  Proceed approx. 1 mile, turn left on to Sanders Rd., and the entrance to the Ansel Pond Access area will be on the LEFT.",10,N/A
128,-72.6347,44.0698,Baker Pond,Brookfield,Orange,F&W,F&W,Yes,Small,Gravel,No,Yes,North,N/A,Medium,Spring-Fall,Light,No,No,Yes,No,No,Baker Pond (Brookfield),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Take Interstate 89 to Exit 5 and head West on VT Route 64 for 2.5 miles to the intersection with VT Route 12.  Turn LEFT and head South on VT Route 12 for  4.1 miles past Baker Pond Rd and the Access Area will be on the right.,35,10
129,-71.9736,44.7365,Bald Hill Pond,Westmore,Orleans,F&W,F&W,Yes,Medium,Gravel,No,Yes,North,N/A,Small,Spring-Summer,Light,No,No,No,No,No,Bald Hill Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 25 in Barton.  Proceed East onto VT Route 16 for .2 miles and turn RIGHT onto US Route 5 South.  Follow Route 5 South for 11 miles to VT Route 5A in West Burke.  Turn LEFT onto VT Route 5A proceeding 3.5 miles North to Neward Pond Rd.  Bear RIGHT on Newark Pond Road and proceed  3.0 miles to Bald Hill Pond Rd.  Turn LEFT on Bald Hill Pond Rd and continue for 1/4 mile to Bald Hill Ln.  Turn LEFT on Bald Hill Ln and follow to the Access Area at the end.,104,42
130,-72.203,44.8168,Willoughby River,Barton,Orleans,F&W,F&W,No,Carry-on,None,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Indian Pioneer Point,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 26 in Orleans.  Head South on US Route 5 to VT Route 58 West and continue for 1/4 mile to the center of Orlean village.  After crossing the railroad track and the river, turn LEFT onto Maple St.  Travel 1/2 mile and the Access Area will be on the RIGHT.",0,0
131,-73.2584,43.106,Batten Kill,Arlington,Bennington,F&W,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Red Mill,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Exit 3 in Sunderland and follow VT Route 313 West for 1.8 miles.  Turn Right onto Vermont Roue 7A proceeding North toward Arlington for 1.4 miles.  Turn LEFT, continuing on VT Route 313/Batten Kill Drive for 0.4 miles. Turn LEFT on Battenkill Lane which leads to the Access Area.",0,0
132,-72.0825,44.696,Bean Pond,Sutton,Caledonia,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Bean Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,"Take Interstate 91 to Exit 24 in Lyndon Center.  Turn onto VT Route 122 West for one mile.  Turn LEFT onto Hubbard Hill Rd and continue for 1 mile.  Turn LEFT onto Fall Brook Rd and continue for 1.2 miles.  Turn RIGHT onto Bean Pond Rd and follow for 1/2 mile, then turn LEFT onto Lodge Lane and follow to the Access Area.",30,N/A
133,-72.9834,43.511,Otter Creek,Clarendon,Rutland,F&W,F&W,Yes,Carry-on,None,No,Yes,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,Otter Creek (Clarendon),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Take Interstate 89 to Exit 1 and head West on US Route 4 towards Killington for 33 miles.  After crossing the Mendon Town line look for the Beaver Pond access directly off US Route 4 on the RIGHT.,10,N/A
